code,descr_short_nl,descr_short_en,status
47783,Winkels in schilderijen/kunstvoorwerpen,"Retail sale of paintings, picture frames, prints, works of art and religious art",1
47789,Winkels gespec. in overige art. n.e.g.,Retail sale specialized in other articles n.e.c.,1
4779,Winkels in antiek/tweedehands goederen,Retail sale of second-hand goods in stores,1
47791,Winkels in antiek,Retail sale of antiques,1
47792,Winkels in tweedehands kleding,Retail sale of secondhand clothes,1
47793,Winkels tweedeh. goederen (geen kleding),Retail sale of secondhand goods (no clothes),1
478,Markthandel,Retail sale via stalls and markets,1
4781,Markthandel voedings- en genotmiddelen,"Retail sale via stalls and markets of food, beverages and tobacco products",1
47811,Markthandel aardappelen/groenten/fruit,"Retail sale via stalls and markets of potatoes, vegetables and fruit",1
47819,Markthandel overige voedings- en genotm.,"Retail sale via stalls and markets of other food, beverages and tobacco",1
4782,Markthandel in textiel/kleding/schoeisel,"Retail sale via stalls and markets of textiles, clothing and footwear",1
4789,Markthandel in non-food artikelen,"Retail sale via markets of other goods (no textiles, clothing and footwear) ",1
47891,Markthandel bloemen/planten/zaden/tuinb.,"Retail sale via stalls and markets of flowers, plants, seeds and garden supplies",1
47892,Markthandel in tweedehands goederen,Retail sale via stalls and markets of secondhand goods,1
47899,Markthandel in overige goederen,Retail sale via stalls and markets of other goods,1
479,Detailhandel niet via winkel of markt,"Retail trade not in stores, stalls or markets",1
4791,Detailhandel via internet,Retail sale via internet,1
47911,Internethandel voeding en drogisterij,Retail sale via internet of food and medical goods,1
47912,Internethandel consumentenelektronica,Retail sale via internet of consumer electronics,1
47913,"Internethandel boek,tijdschrift,cd,dvd","Retail sale via internet of books, magazines, cd’s, dvd’s",1
47914,"Internethandel kleding, mode-artikelen",Retail sale via internet of clothes and clothing accessories,1
47915,Internethandel huis- en tuinartikelen,Retail sale via internet of articles for house and garden,1
47916,Internethandel in vrijetijdsartikelen,Retail sale via internet of leisure articles,1
47918,Detailhandel via internet in overige non-food,Retail sale via internet of other non-food,1
47919,Internethandel alg.assortiment non-food,Non-specialised retail sale of non-food via internet,1
4799,"Colportage, straathandel en detailhandel","Other retail sale not in stores, stalls or markets n.e.c.",1
47991,Colportage,Door to door sales,1
47992,Straathandel,Street trading,1
47999,Detailhandel via overige distributievormen,Retail sale through distribution n.e.c.,1
,Vervoer en opslag,Transportation and storage,1
49,Vervoer over land,Land transport and transport via pipelines,1
491,Pers.vervoer per spoor (geen tram/metro),"Passenger rail transport, interurban",1
4910,Pers.vervoer per spoor (geen tram/metro),"Passenger rail transport, interurban",1
492,Goederenvervoer per spoor,Freight rail transport,1
4920,Goederenvervoer per spoor,Freight rail transport,1
493,Personenvervoer over de weg,Other passenger land transport,1
4931,Openbaar vervoer binnen steden,Urban and suburban passenger land transport,1
4932,Vervoer per taxi,Taxi operation,1
4939,Overig personenvervoer over de weg,Other passenger land transport n.e.c.,1
49391,Ongeregeld personenvervoer over de weg,Occasional ground passenger transportation,1
49392,Openb.interlokaal pers.vervoer over weg,Public interurban ground passenger transportation,1
49393,Geregeld besloten pers.vervoer over weg,Regular private ground passenger transportation,1
494,Goederenvervoer over de weg,Freight transport by road and removal services,1
4941,Goederenvervoer over weg (geen verhuiz.),Freight transport by road,1
4942,Verhuisvervoer,Removal services,1
495,Transport via pijpleidingen,Transport via pipeline,1
4950,Transport via pijpleidingen,Transport via pipeline,1
50,Vervoer over water,Water transport,1
501,Zee-/kustvaart (passagiersvaart/veerd.),Sea and coastal passenger water transport,1
5010,Zee-/kustvaart (passagiersvaart /veerd.),Sea and coastal passenger water transport,1
502,Zee-/kustvaart(vracht-/tank-/sleepvaart),"Sea and coastal freight water transport (cargo-, tank- and towing services)",1
5020,Zee-/kustvaart(vracht-/tank-/sleepvaart),"Sea and coastal freight water transport (cargo-, tank- and towing services)",1
50201,Zee-/kustvaart(vracht/tank; geen sleep),Sea and coastal water transport (cargo and tank ships),1
50202,Zee- en kustsleepvaart,Sea and coastal freight water transport and towing services,1
503,Binnenvaart (passagiersvaart/veerd.),Inland passenger water transport,1
5030,Binnenvaart (passagiersvaart/veerd.),Inland passenger water transport,1
504,Binnenvaart (vracht-/tank-/sleepvaart),"Inland freight water transport (cargo-, tank- and towing services)",1
5040,Binnenvaart (vracht-/tank-/sleepvaart),"Inland freight water transport (cargo-, tank- and towing services)",1
50401,Binnenvaart (vrachtvaart),Inland freight water transport (cargo services),1
50402,Binnenvaart (tankvaart),Inland freight water transport (tank services),1
50403,Binnenvaart (sleep- en duwvaart),Inland freight water transport (drag and push services),1
51,Luchtvaart,Air transport,1
511,Personenvervoer door de lucht,Passenger air transport,1
5110,Personenvervoer door de lucht,Passenger air transport,1
512,Goederenvervoer door de lucht,Freight air transport and space transport,1
5121,Goederenvervoer door de lucht,Freight air transport,1
5122,Ruimte vervoer,Space transport,1
52,Opslag en dienstverlening voor vervoer,Warehousing and support activities for transportation,1
521,Opslag,Warehousing and storage,1
5210,Opslag,Warehousing and storage,1
52101,Opslag in tanks,Warehousing and storage in tanks,1
52102,Opslag in koelhuizen e.d.,"Warehousing and storage in cold stores, etc.",1
52109,Opslag in distr.centra en overige opslag,"Storage in distrib. centres and other stor. (not in tanks, refrig. wareh. etc.)",1
522,Dienstverlening voor vervoer,Support activities for transportation,1
5221,Dienstverlening voor vervoer over land,Service activities incidental to land transportation,1
5222,Dienstverlening voor vervoer over water,Service activities incidental to water transportation,1
5223,Dienstverlening voor de luchtvaart,Service activities incidental to air transportation,1
5224,"Laad-, los- en overslagactiviteiten",Cargo handling,1
52241,Laad-/los-/overslagactiv. voor zeevaart,Cargo handling for sea fright,1
52242,Laad-/los-/oversl.ac. niet voor zeevaart,Cargo handling (not for sea fright),1
5229,Expediteurs/cargadoors/bevrachters e.d.,Other transportation support activities,1
52291,Expediteurs/cargadoors/bevrachters e.d.,"Shippers, freight forwarders and other intermediaries of transportation",1
52292,Weging en meting,Weighing and measuring,1
53,Post en koeriers,Postal and courier activities,1
531,Nationale post met univer. dienstverpl.,Postal activities under universal service obligation,1
5310,Nationale post met univer. dienstverpl.,Postal activities under universal service obligation,1
532,Post zonder universele dienstverpl.,Other postal and courier activities,1
5320,Post zonder univ. dienstverpl./koeriers,Other postal and courier activities,1
53201,Post zonder univ. dienstverplichting,Other postal activities,1
53202,Koeriers,Courier activities,1
,"Logies-, maaltijd-, en drankverstrekking",Accomodation and food service activities,1
55,Logiesverstrekking,Accommodation,1
551,Hotels e.d.,Hotels and similar accommodation,1
5510,Hotels e.d.,Hotels and similar accommodation,1
55101,Hotel-restaurants,Hotel-restaurants,1
55102,Hotels (geen hotel-rest.)/pens./conf.o.,"Hotes (no hotel-restaurants), pensions and conference resorts",1
552,Verh. vakantieh./-app./jeugdh./vak.kamp.,Holiday and other short-stay accommodation; youth hostels and holiday camps,1
5520,Verh. vakantieh./-app./jeugdh./vak.kamp.,Holiday and other short-stay accommodation; youth hostels and holiday camps,1
55201,Verh. vakantiehuisjes en appartementen,Holiday and other short-stay accommodation,1
55202,Jeugdherbergen en vakantiekampen,"Youth hostels, tourist camps, group accommodation",1
553,Kampeerterreinen,"Camping grounds, recreational vehicle parks and trailer parks",1
5530,Kampeerterreinen,"Camping grounds, recreational vehicle parks and trailer parks",1
559,Overige logiesverstrekking,Other accommodation,1
5590,Overige logiesverstrekking,Other accommodation,1
56,Eet- en drinkgelegenheden,Food and beverage service activities,1
561,"Restaurants, cafetaria's e.d.",Restaurants and mobile food service activities,1
5610,Restaurants/cafetaria's e.d./ijssalons,Restaurants and mobile food service activities,1
56101,Restaurants,Restaurants,1
56102,"Fastfoodrestaurants, ijssalons  e.d. ","Fast-food restaurants, ice cream parlours etc.",1
562,Kantines en catering,Event catering and other food service activities,1
5621,Eventcatering,Event catering activities,1
5629,Kantines en contractcatering,Other food service activities,1
563,Cafés,Beverage serving activities,1
5630,Cafés,Beverage serving activities,1
,Informatie en communicatie,Information and communication,1
58,Uitgeverijen,Publishing activities,1
581,"Uitgeverijen van boeken, tijdschriften, databanken e.d.","Publishing of books, magazines, databases etc",1
5811,Uitgeverijen van boeken,Book publishing,1
58110,Uitgeverijen van boeken,Book publishing,1
581101,Uitgeverijen van boeken,Book publishing,1
581102,Databanken (geen webportals),Databases (no webportals),1
5812,Databanken,Databases,1
5813,Uitgeverijen van kranten,Publishing of newspapers,1
5814,Uitgeverijen van tijdschriften,Publishing of journals and periodicals,1
5819,Overige uitgeverijen (niet van software),Other publishing activities,1
582,Uitgeverijen van software,Software publishing,1
5821,Uitgeverijen van computerspellen,Publishing of computer games,1
5829,Overige uitgeverijen van software,Other software publishing,1
59,Prod./distr. films/tv-prog./geluidsopn.,"Film, video and tv programme production, sound recording and music publishing",1
591,Productie/distr. films/tv-programma's,"Motion picture, video and television programme activities",1
5911,Prod. films en televisieprogramma's,"Motion picture, video and television programme production activities",1
59111,Prod. films (geen televisiefilms),Motion picture production (no television),1
59112,Productie van televisieprogramma's,Video programme production,1
5912,Facilitaire activ. voor film-/tv-prod.,"Motion picture, video and television programme post-production activities",1
59120,"Facilitaire activiteiten voor film-, video- en televisieproductie","Motion picture, video and television programme post-production activities",1
591201,Exploitatie van filmstudio's,Exploitation of movie studios,1
591202,Exploitatie van televisiestudio's,Exploitation of television studios,1
591203,Facilitaire activ. voor film-/videoprod.,Facility operations for film and video production,1
591204,Facilitaire activiteiten voor tv-prod.,Facility operations for television production,1
5913,Distributie van films en tv-producties,"Motion picture, video and television programme distribution activities",1
59130,"Distributie van films, video- en televisieproducties","Motion picture, video and television programme distribution activities",1
591301,Distributie van films,Motion picture distribution activities,1
591302,Distributie van televisieprogramma's,Distribution of television programs,1
5914,Bioscopen,Motion picture projection activities,1
592,Maken en uitgeven van geluidsopnamen,Sound recording and music publishing activities,1
5920,Maken en uitgeven van geluidsopnamen,Sound recording and music publishing ,1
59200,Maken en uitgeven van geluidsopnamen,Sound recording and music publishing activities,1
592001,Productie van radioprogramma's,Production of radio programs,1
592002,Productie van geluidsopnamen,Production of sound recording,1
592003,Exploitatie van radiostudio's,Exploitation of radio studios,1
592004,Exploitatie geluidstudio's (geen radio),Exploitation of recording studio's (no radio),1
592009,Maken geluidsopn./uitgeven muziekopnamen,"Sound recording and music publishing  (no radio, no sound recording studios)",1
60,Verzorgen/uitzenden radio-/tv-programmas,Programming and broadcasting activities,1
601,Radio-omroepen,Radio broadcasting,1
6010,Radio-omroepen,Radio broadcasting,1
602,Televisie-omroepen,Television programming and broadcasting activities,1
6020,Televisie-omroepen,Television programming and broadcasting activities,1
61,Telecommunicatie,Telecommunications,1
611,Draadgebonden telecommunicatie,Wired telecommunications activities,1
6110,Draadgebonden telecommunicatie,Wired telecommunications activities,1
612,Draadloze telecommunicatie,Wireless telecommunications activities,1
6120,Draadloze telecommunicatie,Wireless telecommunications activities,1
613,Telecommunicatie via satelliet,Satellite telecommunications activities,1
6130,Telecommunicatie via satelliet,Satellite telecommunications activities,1
619,Overige telecommunicatie,Other telecommunications activities,1
6190,Overige telecommunicatie,Other telecommunications activities,1
62,Dienstverl. activ. ohgv informatietechn.,"Computer programming, consultancy and related activities",1
620,Dienstverl. activ. ohgv informatietechn.,"Computer programming, consultancy and related activities",1
6201,Ontwikkelen/produceren/uitgeven software,Computer programming activities,1
62010,"Ontwikkelen, produceren en uitgeven van software",Computer programming activities,1
620101,Ontw./prod./uitgeven standaardsoftware,"Development, production and publication of standard software",1
620102,Ontwikkelen/produceren maatwerksoftware,"Development, production and publication of custom software",1
6202,Advisering en support ohgv informatietechnologie,Computer consultancy and support,1
62020,Advisering ohgv informatietechnologie,Computer consultancy activities,0
620201,Hardware consultancy,Computer hardware consultancy,0
620202,Software consultancy,Software consultancy,0
6203,Beheer van computerfaciliteiten,Computer facilities management activities,1
6209,Ov. dienstv. act. ohgv informatietechn.,Other information technology and computer service activities,1
62090,Ov. dienstv. act. ohgv informatietechn.,Other information technology and computer service activities,1
620901,Implementeren van software,Software implementation,1
620909,Ov. dienstv. act. ohgv inform.tech. neg,Other information technology and computer service activities n.e.c.,1
63,Dienstverlening o.h.g.v. informatie,Information service activities,1
631,Gegevensverw/webhosting/aanverwante act.,"Data processing, hosting and related activities; web portals",1
6311,Gegevensverw./webhosting/aanverw. activ.,"Data processing, hosting and related activities",1
6312,Webportals,Web portals,1
632,Overige dienstv. activ. ohgv informatie,Other information services in the field of information,1
6329,Overige dienstv. activ. ohgv informatie,Other information services in the field of information,1
639,Overige dienstv. activ. ohgv informatie,Other information services in the field of information,1
6391,Persagentschappen,News agencies,1
6399,Ov. dienstv. activ. opgv informatie neg,Other information service activities n.e.c.,1
,Financiële activiteiten en verzekeringen,Financial and insurance activities,1
64,Financiële inst.(geen verz./pensioenf.),"Financial service activities, except insurance and pension funding",1
641,Geldscheppende financiële instellingen,Monetary intermediation,1
6411,Centrale banken,Central banking,1
6419,Overige geldscheppende financiële inst.,Other monetary intermediation,1
64191,Coöperatief georganiseerde banken,Coöperative banks organized,1
64192,Effectenkredietinstellingen,Equities credit institutions,1
64193,Spaarbanken,Savings banks,1
64194,Algemene banken,Commercial banks,1
642,Financiële holdings,Activities of holding companies,1
6420,Financiële holdings,Activities of holding companies,1
643,Beleggingsinstellingen,"Trusts, funds and similar financial entities",1
6430,Beleggingsinstellingen,"Trusts, funds and similar financial entities",1
64301,Beleggingsinstell. in financiële activa,"Trusts, funds and similar financial entities in financial assets",1
64302,Beleggingsinstellingen in vaste activa,"Trusts, funds and similar financial entities in fixed assets",1
64303,Beleggingsinst. met beperkte toetreding,Funds with limited membership,1
649,Kredietverstr./over.fin.intermediatie,"Other financial service activities, except insurance and pension funding",1
6491,Financiële lease,Financial leasing,1
6492,Overige kredietverstrekking,Other credit granting,1
64921,Hypotheekbanken en bouwfondsen,Mortgage banks and construction funds,1
64922,Volkskredietbanken/commerciële financ.,Municipal credit banks and commercial finance companies,1
64923,Participatiemaatschappijen,Investment firms,1
64924,Wisselmakelaars/ov. kredietverstrekking,"Exchange brokers, banks for developing countries, lending n.e.c.",1
6499,Overige financiële intermediatie,Other financial intermediation,1
65,Verzekering/pensioenfondsen (geen verpl),"Insurance, reinsurance and pension funding, except compulsory social security",1
651,Verzekeringen (geen herverzekering),Insurance,1
6511,Levens-/naturaverzekeringen/spaarkassen,Life insurance,1
65111,Levensverzekeringen (geen herverzekeren),Life insurance (no re-insurance),1
65112,Naturaverzekeringen,In kind Insurance,1
65113,Spaarkassen,Savings banks,1
6512,Schadeverzekeringen (geen herverzekeren),Non-life insurance (no re-insurance),1
652,Herverzekering,Reinsurance,1
6520,Herverzekering,Reinsurance,1
65200,Herverzekering,Reinsurance,1
652001,Herverzekering van levensverzekeringen,Reinsurance of life insurances,1
652002,Herverzekering van schadeverzekeringen,Reinsurance of non-life insurances,1
653,Pensioenfondsen,Pension funding,1
6530,Pensioenfondsen,Pension funding,1
65301,Bedrijftakspensioenfondsen,Industry pension funding,1
65302,Ondernemingspensioen-/spaarfondsen,Company pension funds and -savings fund,1
65303,Beroepspensioenfondsen,Occupational pension funds,1
65309,Overige pensioenfondsen,Other pension funds,1
66,Overige financiële dienstverlening,Activities auxiliary to financial services and insurance activities,1
661,"Financiële bemiddeling, advisering e.d.","Activities auxiliary to financial services, except insurance and pension funding",1
6611,Beheer van financiële markten,Administration of financial markets,1
6612,Commissionairs/makelaars in effecten ed,Security and commodity contracts brokerage,1
6619,Administratiekantoren voor aandelen e.d.,Other auxiliary financ. services (excl. insurance and pension funds),1
66191,Admin.kantoren voor aandelen/obligaties,Administration offices for equities and bonds,1
66192,Marketmakers,Market maker,1
66193,Hypotheek-/kredietbem./bankagentschappen,"Mortgage and credit, exchange offices, banks and savings agencies, etc.",1
662,Dienstverl. ohgv verzek./pensioenfondsen,Activities auxiliary to insurance and pension funding,1
6621,Risicoanalisten en schadetaxateurs,Risk and damage evaluation,1
6622,Assurantietussenpersonen,Activities of insurance agents and brokers,1
6629,Ov. dienstv. ohgv verz./pensioenfondsen,Other activities auxiliary to insurance and pension funding,1
66291,Verzekeringsbeurzen,Insurance scholarships,1
66292,Pensioenadv.bureaus/beheer pensioenverm.,Actuarial and pension consultancy; management of pension funds,1
66293,Waarborgfondsen,Guarantee funds,1
66299,Ov. dienstv. ohgv verz./pensioenf. neg.,Other services relating to insurance and pension funds n.e.c.,1
663,Vermogensbeheer,Fund management activities,1
6630,Vermogensbeheer,Fund management activities,1
,Exploitatie van en handel in onroerend goed,Real estate activities,1
68,Verhuur van en handel in onroerend goed,Real estate activities,1
681,Handel in eigen onroerend goed,Buying and selling of own real estate,1
6810,Handel in eigen onroerend goed,Buying and selling of own real estate,1
682,Verhuur van onroerend goed,Renting and operating of own or leased real estate,1
6820,Verhuur van onroerend goed,Renting and operating of own or leased real estate,1
68201,Woningbouwverenigingen en -stichtingen,Housing associations and -foundations,1
68202,Gemeentelijke woningbedrijven,Municipal housing companies,1
68203,Verhuur van overige woonruimte,Other rental housing,1
68204,Verh. onroerend goed (niet v woonruimte),Rental property (no rental of housing),1
683,Bemiddeling in en beheer van onroerend,Real estate activities on a fee or contract basis,1
6831,Bemidd. bij handel/huur/verhuur onr.goed,Real estate agencies,1
6832,Beheer van onroerend goed,Management of real estate on a fee or contract basis,1
,Vrije beroepen en wetenschappelijke en technische activiteiten,"Professional, scientific and technical activities",1
69,Rechtsk. dienstv./accountancy/admin.,Legal and accounting activities,1
691,Rechtskundige dienstverlening,Legal activities,1
6910,Rechtskundige dienstverlening,Legal activities,1
69101,Advocatenkantoren,Law firms,1
69102,Rechtskundige adviesbureaus,Legal consultants,1
69103,Notariskantoren,Notary offices,1
69104,Deurwaarderskantoren,Bailiffs offices,1
69105,Octrooibureaus,Patent offices,1
692,Accountancy/belastingadv./administratie,"Accounting, bookkeeping and auditing activities; tax consultancy",1
6920,Accountancy/belastingadv./administratie,"Accounting, bookkeeping and auditing activities; tax consultancy",1
69201,Registeraccountants,Chartered accountants,1
69202,Accountants-administratieconsulenten,Accountants- administration advisers,1
69203,Boekhoudkantoren,Administration offices (accounting),1
69204,Belastingconsulenten,Tax consultants,1
69209,Overige administratiekantoren,Other administration offices,1
70,Holdings (geen fin.)/concerndiensten ed.,Activities of head offices; management consultancy activities,1
701,Holdings (geen fin.)/concerndiensten,Activities of head offices en management consultancy activities,1
7010,Holdings (geen fin.)/concerndiensten,Activities of head offices en management consultancy activities,1
70101,Concerndiensten binnen eigen concern,Management consultancy activities,1
70102,Holdings (geen financiële),Activities of head offices,1
702,Advisering ohgv management/bedrijfsv.,Management consultancy activities,1
7021,Public relationsbureaus,Public relations and communication activities,1
7022,Advisering ohgv management/bedrijfsv.,Business and other management consultancy activities,1
70221,Organisatie-adviesbureaus,Management consulting,1
70222,Advisering ohgv management/bedrijfsv.,Other consultancies in the field of business management and operation n.e.c.,1
71,Architecten/ingenieurs/technisch ontwerp,Architectural and engineering activities; technical testing and analysis,1
711,Architecten/ingenieurs/technisch ontwerp,Architectural and engineering activities and related technical consultancy,1
7111,Architecten,Architectural activities,1
71111,Architecten (geen interieurarchitecten),Architects (no interior design),1
71112,Interieurarchitecten,Interior designers,1
7112,Ingenieurs/overig techn. ontwerp/advies,Engineering activities and related technical consultancy,1
712,Keuring en controle,Technical testing and analysis,1
7120,Keuring en controle,Technical testing and analysis,1
71201,Keuring/controle agr. prod./voedingsmid.,Technical testing and analysis and agricultural products and foodstuffs,1
71202,Keuring/controle mach./app./materialen,"Technical testing and analysis and machinery, equipment and materials",1
71203,Overige keuring en controle,Other technical testing and analysis,1
72,Speur- en ontwikkelingswerk,Scientific research and development,1
721,Natuurwetenschappelijk speur-/ontw.werk,Research and experimental development on natural sciences and engineering,1
7211,Biotechnol. speur-/ontwikkelingswerk,Research and experimental development on biotechnology,1
72111,Biotechnol. speur-/ontwikkelingswerk,Biotechnology research and development for agricultural products and processes,1
72112,Biotechnol. speur-/ontwikkelingswerk,Biotechnology research and development for the benefit of medical and pharmaceut,1
72113,Biotechnol. speur-/ontw.werk ov. toepas.,Biotechnology research and development for other uses,1
7219,Natuurw. speur-/ontw.w. (niet biotechn.),Research and development on natural sciences and engineering (not biotech),1
72191,Speur-/ontw.werk ohgv landbouw/visserij,Research and development on agriculture and fishery (not biotechnical),1
72192,Technisch speur- en ontwikkelingswerk,Technical research and development,1
72193,Speur-/ontw.werk ohgv gezondh./voeding,Research and development on health and food (not biotechnical),1
72199,Ov.natuurw.speur-/ontw.werk (niet biot.),Other research and development activities in natural sciences (not biotech),1
722,Speur-/ontw.w. ogv maatsch.-/geesteswet.,Research and experimental development on social sciences and humanities,1
7220,Speur-/ontw.werk ogv maats./geesteswet.,Research and experimental development on social sciences and humanities,1
73,Reclame en marktonderzoek,Advertising and market research,1
731,Reclamebureaus/handel in adv.ruimte/tijd,Advertising,1
7311,Reclamebureaus,Advertising agencies,1
73110,Reclamebureaus,Advertising agencies,1
731101,Reclame-ontwerp- en -adviesbureaus,Advertising design and consultancy activities,1
731102,Overige reclamediensten,Other advertising activities,1
7312,Handel in advertentieruimte en -tijd,Media representation,1
732,Markt- en opinieonderzoekbureaus,Market research and public opinion polling,1
7320,Markt- en opinieonderzoekbureaus,Market research and public opinion polling,1
74,Industr.ontw./vormg.;fotog./vertalen ed,"Other professional, scientific and technical activities",1
741,Industrieel ontwerp en vormgeving,Specialised design activities,1
7410,Industrieel ontwerp en vormgeving,Specialised design activities,1
74101,Communicatie- en grafisch ontwerp,Communication and graphic design,1
74102,Industrieel en productontwerp,Industrial and product design,1
74103,lnterieur- en ruimtelijk ontwerp,Interior and spatial design,1
742,Fotografie/ontwikkelen van foto's/films,Photographic activities,1
7420,Fotografie/ontwikkelen van foto's/films,Photographic activities,1
74201,Fotografie,Photography,1
74202,Ontwikkelwinkels,Develop stores,1
74203,Ontwikkelcentrales,Develop center,1
743,Vertalers en tolken,Translation and interpretation activities,1
7430,Vertalers en tolken,Translation and interpretation activities,1
749,Overige special. zakelijke dienstverl.,"Other professional, scientific and technical activities n.e.c.",1
7490,Overige special. zakelijke dienstverl.,"Other professional, scientific and technical activities n.e.c.",1
75,Veterinaire dienstverlening,Veterinary activities,1
750,Veterinaire dienstverlening,Veterinary activities,1
7500,Veterinaire dienstverlening,Veterinary activities,1
,Administratieve en ondersteunende dienstverlening,Administrative and support service activities,1
77,"Verh./lease auto's, consum.art. e.d.",Rental and leasing activities,1
771,Verhuur en lease van auto's,Renting and leasing of motor vehicles,1
7711,Verh./lease personen-/lichte bedr.auto's,Renting and leasing of cars and light motor vehicles,1
77111,Verh. personen-/lichte bedrijfsauto's,Rental cars (no operational lease),1
77112,Operat. lease pers.-/lichte bedr.auto's,Operational leasing of passenger cars,1
7712,Verh./lease vrachtw./autob./car./aanh.,Renting and leasing of trucks,1
772,Verhuur van consumentenartikelen,Renting and leasing of personal and household goods,1
7721,Verhuur van sport- en recreatieartikelen,Renting and leasing of recreational and sports goods,1
7722,Videotheken,Renting of video tapes and disks,1
7729,Verhuur van overige consumentenartikelen,Renting and leasing of other personal and household goods,1
77291,Verhuur van leesportefeuilles,Rental portfolios,1
77292,Verh. kleding/huishoudelijke artikelen,"Rental of clothing, household, etc.",1
77299,Verh. overige consumentenartikelen neg.,Rental and leasing of other household goods n.e.c.,1
773,Verh./lease mach./werkt./ov. goederen,"Renting and leasing of other machinery, equipment and tangible goods",1
7731,Verh./lease landbouwmachines/-werktuigen,Renting and leasing of agricultural machinery and equipment,1
7732,Verh./lease machines/instal.voor de bouw,Renting and leasing of construction machinery,1
7733,Verh./lease computers/kantoorapparatuur,Renting and leasing of office machinery and equipment (including computers),1
7734,Verhuur en lease van schepen,Renting and leasing of ships,1
7735,Verhuur en lease van vliegtuigen,Renting and leasing of air transport equipment,1
7739,Verh./lease ov.mach./werkt./ov. goederen,Renting and leasing of other mach./equipm. and of other goods,1
77391,Verhuur van automaten,Renting of vending machines,1
77399,Verh./lease ov.mach./werkt./ov. goederen,Rental/leasing of other mach./equipm. and other goods (no vending/slot mach.),1
773991,Verh. aanhangw./containers/caravans e.d.,"Rental and leasing of trailers, containers, caravans, motorcycles and railway eq",1
773999,Verh./lease overige machines e.d.,"Renting and leasing of other machinery, equipment and other goods n.e.s.",1
774,Lease niet-financiële immateriële activa,"Leasing of intellectual property and similar products, except copyrighted works",1
7740,Lease niet-financiële immateriële activa,"Leasing of intellectual property and similar products, except copyrighted works",1
78,Arbeidsbem./uitzendbureaus/personeelsbeh,Employment activities,1
781,Arbeidsbemiddeling,Activities of employment placement agencies,1
7810,Arbeidsbemiddeling,Activities of employment placement agencies,1
782,Uitzend-/uitleenbureaus en banenpools,"Temporary employment agency activities, lending agencies and",1
7820,Uitzend-/uitleenbureaus en banenpools,"Temporary employment agency activities, lending agencies and",1
78201,Uitzendbureaus,Temporary employment agency,1
78202,Uitleenbureaus,Lending agencies,1
78203,Banenpools (werkgelegenheidsprojecten),Employment projects,1
783,Payrolling (personeelsbeheer),Other human resources provision,1
7830,Payrolling (personeelsbeheer),Other human resources provision,1
79,"Reis-/organisatie, toeristische info ed","Travel agency, tour operator reservation service and related activities",1
791,Reisbemiddeling en reisorganisatie,Travel agency and tour operator activities,1
7911,Reisbemiddeling,Travel agency activities,1
7912,Reisorganisatie,Tour operator activities,1
799,Informatieverstr. ohgv toerisme /reserv.,Other reservation service and related activities,1
7990,Info.verstr. ohgv toerisme/reservering,Other reservation service and related activities,1
79900,Info.verstr. ohgv toerisme/reservering,Other reservation service and related activities,1
799001,Informatieverstrekking ohgv toerisme,Provision of touristic information,1
799002,Boekings- en bespreekbureaus,Booking agencies and box offices,1
80,Beveiliging en opsporing,Security and investigation activities,1
801,Particuliere beveiliging,Private security activities,1
8010,Particuliere beveiliging,Private security activities,1
802,Beveiliging via beveiligingssystemen,Security systems service activities,1
8020,Beveiliging via beveiligingssystemen,Security systems service activities,1
803,Opsporing,Investigation activities,1
8030,Opsporing,Investigation activities,1
81,Facility man./reiniging/landschapsverz.,Services to buildings and landscape activities,1
811,Facility management,Combined facilities support activities,1
8110,Facility management,Combined facilities support activities,1
812,Reiniging,Cleaning activities,1
8121,Interieurreiniging van gebouwen,General cleaning of buildings,1
8122,Gespec. reiniging gebouwen / industrieel,Other building and industrial cleaning activities,1
81221,Glazenwassen,Window cleaning,1
81222,Schoorsteenvegen,Chimney-sweeping,1
81229,Overige gespecialiseerde reiniging,Other specialised cleaning,1
8129,Overige reiniging,Other cleaning activities,1
813,Landschapsverzorging,Landscape service activities,1
8130,Landschapsverzorging,Landscape service activities,1
82,Overige zakelijke dienstverlening,"Office administrative, office support and other business support activities",1
821,Brede admin. en secretariële dienstverl.,Office administrative services and specialised office support,1
8211,Brede administratieve dienstverlening,Combined office administrative services,1
8219,Secretariële dienstverlening,Specialised office support,1
822,Callcenters,Activities of call centres,1
8220,Callcenters,Activities of call centres,1
823,Organiseren van congressen en beurzen,Organisation of conventions and trade shows,1
8230,Organiseren van congressen en beurzen,Organisation of conventions and trade shows,1
829,Overige zakelijke dienstverlening n.e.g.,Business support service activities n.e.c.,1
8291,Kredietinformatie- en incassobureaus,Activities of collection agencies and credit bureaus,1
8292,"Pakken, sorteren e.d. in loon",Packaging activities,1
8299,Overige zakelijke dienstverlening n.e.g.,Other business support service activities n.e.c.,1
82991,Veilingen land-/tuinbouw/visserijprod.,"Auctions of agriculture, horticulture and fisheries",1
82992,Veilingen huisraad/kunst/antiek e.d.,"Auctions of furniture, art, antiques, machinery, etc. movables",1
82999,Overige zakelijke dienstverlening n.e.g.,Other business services n.e.c.,1
,Openbaar bestuur en defensie; verplichte sociale verzekeringen,Public administration and defence; compulsory social security,1
84,Openb. best./overheidsd./verpl.soc.verz.,Public administration and defence; compulsory social security,1
841,Openbaar bestuur,Administration of the State and the economic and social policy of the community,1
8411,Algemeen overheidsbestuur,General public administration activities,1
